credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,es_moroso,probabilidad_mora,prediccion_mora,fecha_id
CR001166,CL01072,2025-11-22,Crédito libre inversión,9700000,18,0.0335,726000,Aliado,873,0.1729,Automática,Activo,0,0.22746366564386822,0,20251122
CR001167,CL01073,2026-01-04,Crédito libre inversión,2200000,9,0.0301,283000,App,841,0.2081,Automática,Activo,0,0.254661189096986,0,20260104
CR001168,CL01075,2024-11-05,Crédito consumo digital,3700000,3,0.0224,1289000,App,900,0.1876,Automática,Finalizado,0,0.128255224432354,0,20241105
CR001169,CL01078,2025-01-09,Crédito consumo digital,3150000,6,0.0251,572000,Web,893,0.1238,Automática,Finalizado,0,0.2698193995730425,0,20250109
CR001170,CL01080,2025-05-14,Microcrédito,1850000,9,0.0349,243000,App,876,0.0745,Automática,Mora severa,1,0.2621982884403431,0,20250514
CR001171,CL01082,2025-04-22,Crédito libre inversión,2050000,12,0.0276,203000,Web,831,0.0668,Automática,Mora severa,1,0.6220958484732191,1,20250422
CR001172,CL01083,2024-11-07,Avance de nómina,350000,9,0.0239,44000,Web,779,0.0333,Automática,Mora severa,1,0.6650122014968324,1,20241107
CR001173,CL01083,2024-08-28,Crédito libre inversión,1700000,24,0.0178,88000,App,849,0.0667,Automática,Mora moderada,1,0.7160651306781791,1,20240828
CR001174,CL01084,2026-03-08,Crédito libre inversión,2300000,18,0.0264,162000,Web,747,0.0871,Automática,Activo,0,0.2222697703788491,0,20260308
CR001175,CL01084,2025-10-10,Crédito consumo digital,450000,9,0.0276,57000,Web,829,0.0306,Automática,Activo,0,0.19069617311005216,0,20251010
CR001176,CL01086,2023-10-05,Crédito consumo digital,800000,6,0.0343,150000,Call center,816,0.1027,Automática,Finalizado,0,0.7814123575372356,1,20231005
CR001177,CL01087,2023-07-02,Microcrédito,3600000,24,0.041,238000,App,883,0.0645,Automática,Finalizado,0,0.2996700725244619,0,20230702
CR001178,CL01087,2023-05-15,Microcrédito,1500000,9,0.0382,200000,App,868,0.0542,Automática,Finalizado,0,0.21006488781184182,0,20230515
CR001179,CL01089,2024-06-07,Crédito consumo digital,850000,9,0.0383,113000,Call center,695,0.0876,Automática,Mora moderada,1,0.675680987665741,1,20240607
CR001180,CL01089,2025-12-11,Crédito consumo digital,600000,9,0.036,79000,App,785,0.0612,Automática,Activo,0,0.47539741571092303,0,20251211
CR001181,CL01093,2025-04-19,Crédito consumo digital,2850000,12,0.0358,296000,Call center,885,0.0753,Automática,Finalizado,0,0.38384725470843856,0,20250419
CR001182,CL01095,2023-08-03,Crédito consumo digital,1250000,12,0.0245,121000,App,829,0.0442,Automática,Finalizado,0,0.3900641902011306,0,20230803
CR001183,CL01095,2024-12-03,Microcrédito,6500000,6,0.043,1252000,Aliado,777,0.4569,Manual,Mora severa,1,0.5133375047248355,1,20241203
CR001184,CL01096,2025-01-18,Microcrédito,1000000,12,0.0308,101000,Call center,780,0.0687,Automática,Finalizado,0,0.38263901792502364,0,20250118
CR001185,CL01096,2025-09-10,Crédito libre inversión,1100000,12,0.0295,110000,Aliado,802,0.0748,Automática,Activo,0,0.46189079278084183,0,20250910
CR001186,CL01097,2025-11-24,Crédito libre inversión,1100000,12,0.03,111000,App,765,0.038,Automática,Activo,0,0.47327754142784356,0,20251124
CR001187,CL01098,2025-12-23,Crédito consumo digital,550000,6,0.0296,101000,App,840,0.0488,Automática,Activo,0,0.531510127432663,1,20251223
CR001188,CL01099,2025-10-31,Avance de nómina,500000,3,0.0223,174000,App,868,0.1689,Automática,Finalizado,0,0.4431362114688282,0,20251031
CR001189,CL01099,2025-07-11,Crédito libre inversión,800000,6,0.0184,142000,Aliado,777,0.1379,Automática,Mora severa,1,0.6757771294457351,1,20250711
CR001190,CL01100,2025-09-01,Avance de nómina,3950000,6,0.0202,706000,Aliado,900,0.0767,Automática,Finalizado,0,0.1761213136683979,0,20250901
CR001191,CL01100,2026-01-10,Crédito libre inversión,9600000,6,0.0237,1735000,Aliado,900,0.1886,Automática,Activo,0,0.18043517008619575,0,20260110
CR001192,CL01101,2025-07-17,Crédito libre inversión,1350000,12,0.028,134000,App,792,0.0713,Automática,Mora severa,1,0.4548140715482832,0,20250717
CR001193,CL01101,2024-11-30,Microcrédito,1500000,12,0.028,149000,App,770,0.0793,Automática,Mora severa,1,0.5226588254416326,1,20241130
CR001194,CL01102,2026-03-01,Crédito libre inversión,3100000,18,0.0277,221000,App,679,0.159,Automática,Activo,0,0.55524113451004,1,20260301
CR001195,CL01103,2025-10-21,Avance de nómina,1150000,12,0.0183,108000,App,848,0.0262,Automática,Activo,0,0.29609735394544584,0,20251021
CR001196,CL01104,2023-05-17,Crédito libre inversión,1050000,18,0.0271,75000,App,787,0.0636,Automática,Mora severa,1,0.8459121381785782,1,20230517
CR001197,CL01106,2025-08-16,Microcrédito,1300000,3,0.0369,466000,Aliado,779,0.3128,Automática,Mora moderada,1,0.7233660447873568,1,20250816
CR001198,CL01107,2024-01-06,Microcrédito,1350000,12,0.0325,138000,Call center,779,0.1211,Automática,Mora severa,1,0.6193413186048496,1,20240106
CR001199,CL01108,2023-05-18,Crédito consumo digital,450000,12,0.0322,46000,App,741,0.039,Automática,Mora moderada,1,0.7219435388696395,1,20230518
CR001200,CL01109,2025-02-01,Microcrédito,4850000,12,0.0354,503000,Web,666,0.2177,Automática,Finalizado,0,0.269129342390827,0,20250201
CR001201,CL01111,2025-09-20,Crédito libre inversión,4500000,3,0.0172,1552000,App,760,0.7838,Excepción,Mora severa,1,0.8286468875265189,1,20250920
CR001202,CL01111,2025-10-24,Microcrédito,1500000,3,0.0328,533000,App,688,0.2692,Automática,Mora moderada,1,0.5588652028334219,1,20251024
CR001203,CL01112,2026-02-17,Crédito libre inversión,2100000,18,0.0249,146000,Web,704,0.0834,Automática,Activo,0,0.3783809703051966,0,20260217
CR001204,CL01113,2026-03-15,Avance de nómina,2450000,3,0.0184,847000,Call center,900,0.1149,Automática,Activo,0,0.16570029488852353,0,20260315
CR001205,CL01114,2025-12-12,Crédito libre inversión,4750000,12,0.0332,486000,Web,755,0.1442,Automática,Activo,0,0.625183837476132,1,20251212
CR001206,CL01115,2023-11-24,Crédito consumo digital,1500000,12,0.0235,145000,App,653,0.0662,Automática,Mora severa,1,0.7711736567293342,1,20231124
CR001207,CL01116,2024-11-25,Microcrédito,2900000,6,0.0409,555000,App,679,0.216,Automática,Mora moderada,1,0.6672914536815527,1,20241125
CR001208,CL01116,2025-10-03,Microcrédito,2200000,9,0.0446,302000,App,720,0.1175,Automática,Mora severa,1,0.47505983022093795,0,20251003
CR001209,CL01117,2024-07-14,Microcrédito,3400000,3,0.039,1223000,App,798,0.4873,Manual,Mora moderada,0,0.6032984964491865,1,20240714
CR001210,CL01117,2025-08-26,Microcrédito,2950000,6,0.0438,570000,App,754,0.2271,Automática,Mora moderada,1,0.6222007443752746,1,20250826
CR001211,CL01118,2024-12-06,Microcrédito,900000,3,0.0312,319000,Aliado,726,0.1933,Automática,Mora severa,1,0.5841459564149141,1,20241206
CR001212,CL01119,2026-02-06,Crédito consumo digital,650000,18,0.0334,49000,App,749,0.0521,Automática,Mora moderada,1,0.5527421865639154,1,20260206
CR001213,CL01120,2024-12-07,Crédito consumo digital,650000,12,0.0267,64000,App,730,0.0464,Automática,Mora severa,1,0.6973960419248129,1,20241207
CR001214,CL01121,2025-07-27,Crédito consumo digital,600000,9,0.0384,80000,App,852,0.0452,Automática,Finalizado,0,0.4579232230269814,0,20250727
CR001215,CL01121,2024-03-02,Crédito consumo digital,1350000,6,0.0271,247000,App,900,0.1395,Automática,Finalizado,0,0.5685641786580151,1,20240302
CR001216,CL01122,2024-02-03,Crédito libre inversión,2250000,12,0.0262,221000,Web,623,0.1381,Automática,Mora severa,1,0.7527058357630438,1,20240203
CR001217,CL01123,2026-01-02,Crédito libre inversión,6500000,18,0.0231,445000,Web,900,0.0873,Automática,Activo,0,0.2060506422010826,0,20260102
CR001218,CL01124,2023-06-21,Crédito libre inversión,1400000,9,0.0257,176000,Call center,833,0.0786,Automática,Finalizado,0,0.5834271848027955,1,20230621
CR001219,CL01124,2025-05-28,Avance de nómina,1800000,6,0.0287,331000,App,899,0.1478,Automática,Mora moderada,1,0.40128370946550757,0,20250528
CR001220,CL01124,2023-11-16,Crédito consumo digital,1150000,6,0.0217,206000,Aliado,802,0.092,Automática,Finalizado,0,0.3572966684961783,0,20231116
CR001221,CL01125,2024-07-23,Crédito consumo digital,2750000,18,0.0376,213000,App,885,0.0819,Automática,Finalizado,0,0.3436829543413218,0,20240723
CR001222,CL01127,2025-06-29,Avance de nómina,500000,12,0.0296,50000,App,885,0.02,Automática,Activo,0,0.3616070376351009,0,20250629
CR001223,CL01127,2025-06-12,Microcrédito,4450000,3,0.095,1615000,App,871,0.646,Excepción,Mora moderada,1,0.776194534368291,1,20250612
CR001224,CL01128,2024-09-17,Crédito libre inversión,5300000,6,0.017,937000,App,900,0.3052,Automática,Finalizado,0,0.47964858080253603,0,20240917
CR001225,CL01130,2023-04-17,Crédito consumo digital,4700000,9,0.0223,582000,Web,900,0.1302,Automática,Mora severa,1,0.36424823008294704,0,20230417
CR001226,CL01132,2025-12-26,Crédito consumo digital,1900000,9,0.0224,235000,App,763,0.0936,Automática,Activo,0,0.43015407874951866,0,20251226
CR001227,CL01133,2026-02-07,Microcrédito,3500000,6,0.0395,667000,App,845,0.2417,Automática,Activo,0,0.22404802795635828,0,20260207
CR001228,CL01134,2025-06-19,Crédito consumo digital,4600000,3,0.0257,1613000,App,835,0.4234,Manual,Finalizado,0,0.411084381484213,0,20250619
CR001229,CL01135,2024-11-04,Crédito consumo digital,1050000,18,0.0285,75000,Web,847,0.0357,Automática,Activo,0,0.40164174860932156,0,20241104
CR001230,CL01136,2024-12-21,Crédito consumo digital,1350000,18,0.0221,92000,Web,888,0.0358,Automática,Activo,0,0.21880579020271865,0,20241221
CR001231,CL01136,2025-06-28,Crédito libre inversión,3250000,18,0.0206,218000,App,864,0.0848,Automática,Mora moderada,1,0.1345568250869649,0,20250628
CR001232,CL01137,2024-01-07,Crédito libre inversión,3450000,24,0.0335,212000,Web,769,0.1134,Automática,Mora severa,1,0.7341179467665812,1,20240107
CR001233,CL01137,2024-09-15,Crédito consumo digital,1000000,9,0.0216,123000,Web,805,0.0658,Automática,Finalizado,0,0.6044160076617395,1,20240915
CR001234,CL01138,2025-07-07,Crédito consumo digital,1350000,12,0.0366,141000,App,862,0.0515,Automática,Activo,0,0.44894373880470206,0,20250707
CR001235,CL01138,2025-12-30,Crédito consumo digital,1050000,12,0.0211,100000,App,805,0.0365,Automática,Activo,0,0.47331507646016185,0,20251230
CR001236,CL01139,2025-06-04,Avance de nómina,300000,12,0.0262,29000,App,838,0.023,Automática,Activo,0,0.7052260864976939,1,20250604
CR001237,CL01140,2024-08-25,Crédito libre inversión,3900000,18,0.02,260000,Call center,797,0.1187,Automática,Finalizado,0,0.6048376807942413,1,20240825
CR001238,CL01141,2025-11-13,Crédito consumo digital,2050000,9,0.03,263000,App,842,0.0802,Automática,Activo,0,0.25762578357497684,0,20251113
CR001239,CL01141,2023-11-18,Crédito consumo digital,1650000,18,0.0322,122000,Aliado,888,0.0372,Automática,Mora moderada,1,0.36877730284504123,0,20231118
CR001240,CL01142,2023-05-14,Crédito consumo digital,1250000,9,0.0341,164000,App,873,0.0522,Automática,Finalizado,0,0.41275931027717444,0,20230514
CR001241,CL01142,2023-12-07,Crédito consumo digital,1350000,9,0.0376,180000,App,852,0.0573,Automática,Finalizado,0,0.3293393617973271,0,20231207
CR001242,CL01142,2024-10-13,Crédito consumo digital,1200000,18,0.0217,81000,App,870,0.0258,Automática,Finalizado,0,0.24639298970122891,0,20241013
CR001243,CL01143,2025-05-13,Avance de nómina,650000,9,0.0192,79000,App,900,0.0282,Automática,Mora moderada,1,0.32680280922762917,0,20250513
CR001244,CL01144,2025-12-29,Crédito libre inversión,4400000,9,0.0262,555000,Web,881,0.2382,Automática,Activo,0,0.2935135837035477,0,20251229
CR001245,CL01145,2024-03-23,Crédito consumo digital,850000,9,0.0329,111000,Web,736,0.081,Automática,Mora moderada,1,0.584697525724102,1,20240323
CR001246,CL01148,2024-12-06,Crédito consumo digital,4300000,6,0.038,815000,App,810,0.2763,Automática,Finalizado,0,0.5851739324773549,1,20241206
CR001247,CL01150,2024-06-04,Crédito consumo digital,1200000,6,0.032,223000,App,843,0.1077,Automática,Mora severa,1,0.4315133974268139,0,20240604
CR001248,CL01152,2025-09-09,Avance de nómina,600000,24,0.0189,31000,App,863,0.0128,Automática,Activo,0,0.4932029352713029,0,20250909
CR001249,CL01153,2024-05-06,Desconocido,3000000,6,0.0358,564000,Aliado,900,0.1253,Automática,Finalizado,0,0.21616835349777977,0,20240506
CR001250,CL01155,2025-08-28,Avance de nómina,950000,9,0.0304,122000,Aliado,770,0.0498,Automática,Mora severa,1,0.649455737916573,1,20250828
CR001251,CL01155,2026-01-30,Microcrédito,1600000,6,0.0311,296000,Aliado,824,0.1208,Automática,Activo,0,0.4002221519139347,0,20260130
CR001252,CL01155,2025-06-21,Crédito libre inversión,4700000,18,0.022,319000,Call center,816,0.1302,Automática,Mora severa,1,0.7676106709119218,1,20250621
CR001253,CL01156,2025-05-27,Avance de nómina,1050000,3,0.0287,370000,App,850,0.0976,Automática,Mora severa,1,0.5887415699467733,1,20250527
CR001254,CL01156,2024-01-27,Crédito libre inversión,4100000,6,0.0307,759000,Web,900,0.2003,Automática,Mora moderada,1,0.7310955576640497,1,20240127
CR001255,CL01156,2024-09-27,Crédito consumo digital,1950000,6,0.0296,359000,Aliado,886,0.0947,Automática,Mora severa,1,0.604110477888216,1,20240927
CR001256,CL01158,2026-02-23,Crédito consumo digital,2100000,9,0.0346,276000,Aliado,881,0.103,Automática,Activo,0,0.38051778360287664,0,20260223
CR001257,CL01159,2024-04-19,Microcrédito,750000,12,0.0301,75000,Aliado,771,0.0551,Automática,Finalizado,0,0.5640523318537318,1,20240419
CR001258,CL01160,2024-06-20,Crédito consumo digital,2100000,3,0.0328,746000,App,854,0.1995,Automática,Finalizado,0,0.2894916348487416,0,20240620
CR001259,CL01161,2025-09-19,Crédito consumo digital,1900000,24,0.032,115000,App,900,0.0294,Automática,Activo,0,0.5698836353764254,1,20250919
CR001260,CL01162,2026-02-16,Microcrédito,1900000,12,0.0255,186000,Aliado,864,0.1005,Automática,Activo,0,0.37766304255055233,0,20260216
CR001261,CL01165,2024-12-31,Microcrédito,3150000,6,0.0336,588000,Aliado,790,0.3063,Automática,Mora moderada,0,0.4229142112405032,0,20241231
CR001262,CL01165,2025-05-13,Crédito consumo digital,1900000,6,0.0319,353000,App,716,0.1839,Automática,Finalizado,0,0.38139182222875945,0,20250513
CR001263,CL01166,2025-05-15,Crédito libre inversión,5050000,24,0.0238,279000,App,900,0.0779,Automática,Activo,0,0.3406788890561169,0,20250515
CR001264,CL01166,2023-10-05,Crédito consumo digital,2600000,3,0.0359,930000,Call center,900,0.2598,Automática,Finalizado,0,0.35087613175430027,0,20231005
CR001265,CL01166,2025-04-20,Crédito consumo digital,2600000,24,0.025,145000,Web,900,0.0405,Automática,Activo,0,0.35377433626519317,0,20250420
CR001266,CL01168,2025-06-21,Crédito consumo digital,4850000,6,0.0315,900000,App,900,0.163,Automática,Finalizado,0,0.2433556921880014,0,20250621
CR001267,CL01169,2024-02-17,Microcrédito,10650000,9,0.0292,1363000,Aliado,900,0.2776,Automática,Finalizado,0,0.2930021826340703,0,20240217
CR001268,CL01170,2025-04-07,Crédito consumo digital,2150000,6,0.0287,395000,App,819,0.1091,Automática,Finalizado,0,0.3744735391724478,0,20250407
CR001269,CL01171,2025-08-17,Avance de nómina,550000,6,0.0213,99000,App,755,0.0604,Automática,Finalizado,0,0.599263415367538,1,20250817
CR001270,CL01172,2025-10-15,Desconocido,2000000,9,0.0339,262000,Aliado,733,0.169,Automática,Activo,0,0.48640037708464695,0,20251015
CR001271,CL01173,2025-05-27,Crédito libre inversión,3000000,3,0.028,1057000,App,707,0.6525,Excepción,Finalizado,0,0.7995729915492128,1,20250527
CR001272,CL01174,2024-12-04,Crédito libre inversión,7250000,12,0.023,698000,App,900,0.1772,Automática,Mora moderada,1,0.5428902283691159,1,20241204
CR001273,CL01175,2025-06-13,Crédito libre inversión,3500000,12,0.0251,341000,App,862,0.0808,Automática,Activo,0,0.40203086314287184,0,20250613
CR001274,CL01175,2025-05-30,Avance de nómina,900000,9,0.0305,116000,Web,900,0.0275,Automática,Finalizado,0,0.3664839385337272,0,20250530
CR001275,CL01175,2024-11-15,Crédito consumo digital,5100000,6,0.0291,939000,App,880,0.2225,Automática,Mora severa,1,0.5265345552137636,1,20241115
CR001276,CL01177,2025-11-11,Crédito libre inversión,1600000,18,0.0294,116000,App,705,0.1234,Automática,Mora severa,1,0.7512505887052932,1,20251111
CR001277,CL01178,2024-08-11,Crédito consumo digital,1150000,6,0.0268,210000,Aliado,889,0.0764,Automática,Finalizado,0,0.3287270903494703,0,20240811
CR001278,CL01180,2024-04-07,Crédito libre inversión,4800000,18,0.0211,323000,App,900,0.0976,Automática,Mora moderada,1,0.40304838240229796,0,20240407
CR001279,CL01180,2024-07-23,Crédito libre inversión,2750000,9,0.0219,340000,App,892,0.1027,Automática,Finalizado,0,0.3847044675196975,0,20240723
CR001280,CL01181,2024-05-06,Microcrédito,2150000,9,0.0434,294000,Web,795,0.1633,Automática,Mora severa,1,0.5750293390550135,1,20240506
CR001281,CL01182,2026-03-16,Avance de nómina,2150000,6,0.032,399000,App,900,0.0484,Automática,Activo,0,0.13461256111834383,0,20260316
CR001282,CL01183,2024-03-11,Crédito consumo digital,1150000,18,0.0357,88000,App,792,0.0328,Automática,Mora moderada,1,0.604940085533836,1,20240311
CR001283,CL01183,2024-02-03,Crédito consumo digital,900000,12,0.022,86000,App,809,0.0321,Automática,Mora severa,1,0.5667272964241842,1,20240203
CR001284,CL01184,2025-03-29,Crédito consumo digital,850000,6,0.0236,154000,Call center,814,0.1027,Automática,Mora moderada,1,0.2839761335602971,0,20250329
CR001285,CL01185,2025-08-12,Crédito libre inversión,5300000,6,0.027,969000,App,703,0.4195,Manual,Mora moderada,1,0.5518134395494813,1,20250812
CR001286,CL01186,2025-07-15,Crédito consumo digital,1400000,6,0.0228,252000,Web,811,0.0969,Automática,Mora severa,1,0.44986919541692655,0,20250715
CR001287,CL01187,2026-01-09,Microcrédito,5850000,12,0.0417,629000,Web,840,0.2321,Automática,Activo,0,0.23938936642359632,0,20260109
CR001288,CL01187,2025-07-18,Crédito libre inversión,2200000,12,0.0179,205000,Aliado,900,0.0756,Automática,Activo,0,0.31700179668219586,0,20250718
CR001289,CL01188,2026-02-03,Crédito libre inversión,3300000,3,0.0308,1169000,App,795,0.4549,Manual,Activo,0,0.25887505454451853,0,20260203
CR001290,CL01188,2023-12-31,Crédito consumo digital,1450000,3,0.0309,514000,Web,749,0.2,Automática,Finalizado,0,0.4112175726886496,0,20231231
CR001291,CL01189,2026-02-03,Microcrédito,250000,9,0.0256,31000,Web,625,0.0721,Automática,Activo,0,0.5011307068164279,1,20260203
CR001292,CL01190,2024-11-09,Crédito consumo digital,4500000,12,0.0228,433000,Aliado,900,0.0638,Automática,Mora moderada,1,0.3289317610422164,0,20241109
CR001293,CL01190,2024-02-05,Microcrédito,6050000,9,0.0263,764000,Aliado,900,0.1125,Automática,Finalizado,0,0.3775869944248199,0,20240205
CR001294,CL01191,2025-10-07,Crédito consumo digital,800000,18,0.0232,55000,Aliado,900,0.0299,Automática,Mora severa,1,0.44733094807196705,0,20251007
CR001295,CL01193,2026-02-05,Crédito consumo digital,1200000,12,0.0233,116000,Aliado,866,0.0396,Automática,Activo,0,0.27909350874215433,0,20260205
CR001296,CL01195,2024-08-07,Crédito consumo digital,1450000,6,0.0375,274000,Aliado,822,0.1015,Automática,Finalizado,0,0.5448474944752242,1,20240807
CR001297,CL01199,2025-11-25,Avance de nómina,1800000,6,0.024,326000,Aliado,821,0.1331,Automática,Mora moderada,1,0.5280153683808368,1,20251125
CR001298,CL01199,2026-02-12,Microcrédito,1050000,18,0.0,74000,Aliado,863,0.0302,Automática,Activo,0,0.21486796465006178,0,20260212
CR001299,CL01200,2025-07-26,Microcrédito,950000,12,0.0306,96000,Web,794,0.0578,Automática,Activo,0,0.5730638931698521,1,20250726
CR001300,CL01200,2025-12-18,Avance de nómina,350000,18,0.018,23000,App,810,0.0139,Automática,Activo,0,0.4579484783780287,0,20251218
CR001301,CL01201,2025-10-08,Crédito consumo digital,450000,18,0.0322,33000,App,795,0.0136,Automática,Activo,0,0.6008921660981691,1,20251008
CR001302,CL01202,2025-11-10,Microcrédito,8600000,3,0.0302,3042000,Aliado,808,0.6805,Excepción,Mora severa,1,0.7760096081795971,1,20251110
CR001303,CL01203,2025-10-03,Crédito consumo digital,1050000,18,0.0385,82000,Aliado,694,0.1051,Automática,Activo,0,0.5911424654345993,1,20251003
CR001304,CL01204,2026-01-09,Crédito consumo digital,5600000,18,0.0235,385000,Aliado,829,0.1024,Automática,Activo,0,0.3170961759257721,0,20260109
CR001305,CL01205,2024-09-10,Crédito libre inversión,3050000,9,0.0186,371000,Web,783,0.1775,Automática,Mora severa,1,0.6205459265305624,1,20240910
CR001306,CL01207,2025-09-19,Crédito libre inversión,2050000,9,0.0315,265000,Web,878,0.096,Automática,Activo,0,0.3501155106068918,0,20250919
CR001307,CL01208,2025-05-07,Microcrédito,1700000,3,0.0348,607000,App,682,0.2362,Automática,Finalizado,0,0.6513922865065285,1,20250507
CR001308,CL01209,2025-04-29,Crédito consumo digital,950000,24,0.0293,56000,App,866,0.0206,Automática,Mora moderada,1,0.5105220699717059,1,20250429
CR001309,CL01209,2023-09-09,Microcrédito,3150000,3,0.0391,1133000,Aliado,807,0.4165,Manual,Finalizado,0,0.49833079905338146,0,20230909
CR001310,CL01210,2025-12-20,Crédito libre inversión,1100000,24,0.0206,59000,Aliado,732,0.0573,Automática,Activo,0,0.6847741336244918,1,20251220
CR001311,CL01211,2025-03-12,Crédito libre inversión,4450000,9,0.0218,550000,App,753,0.3642,Manual,Mora severa,1,0.6032843683246267,1,20250312
CR001312,CL01211,2025-11-29,Crédito consumo digital,1150000,24,0.0255,65000,App,769,0.043,Automática,Mora moderada,1,0.6941483293015462,1,20251129
CR001313,CL01214,2024-04-26,Avance de nómina,550000,12,0.0308,56000,Web,900,0.0201,Automática,Finalizado,0,0.2593107612215012,0,20240426
CR001314,CL01214,2026-03-20,Avance de nómina,500000,18,0.0319,37000,App,827,0.0133,Automática,Activo,0,0.11272043257574488,0,20260320
CR001315,CL01214,2024-03-04,Crédito consumo digital,1700000,12,0.0253,166000,Aliado,882,0.0597,Automática,Finalizado,0,0.24762188302452737,0,20240304
CR001316,CL01215,2023-11-16,Crédito libre inversión,2850000,9,0.0263,360000,App,794,0.1731,Automática,Finalizado,0,0.6250738862218104,1,20231116
CR001317,CL01216,2025-08-10,Crédito libre inversión,9800000,9,0.0223,1214000,App,877,0.2836,Automática,Activo,0,0.40939670327602673,0,20250810
CR001318,CL01216,2025-12-28,Microcrédito,3850000,6,0.0386,731000,App,871,0.1708,Automática,Activo,0,0.22490953470837208,0,20251228
CR001319,CL01217,2025-10-03,Microcrédito,6000000,6,0.0408,1148000,Aliado,765,0.4467,Manual,Finalizado,0,0.38788611009611856,0,20251003
CR001320,CL01219,2026-01-22,Microcrédito,4450000,9,0.0335,581000,App,900,0.0937,Automática,Mora moderada,1,0.4397087612922606,0,20260122
CR001321,CL01219,2025-11-29,Crédito consumo digital,3600000,12,0.0258,353000,Aliado,900,0.0569,Automática,Activo,0,0.2681585865889209,0,20251129
CR001322,CL01220,2024-06-06,Crédito consumo digital,500000,12,0.0374,52000,App,705,0.0416,Automática,Mora severa,1,0.6773420543365688,1,20240606
CR001323,CL01220,2023-12-25,Crédito consumo digital,900000,9,0.0251,113000,App,723,0.0904,Automática,Mora moderada,1,0.6651789076340778,1,20231225
CR001324,CL01221,2023-12-29,Crédito consumo digital,1500000,6,0.0389,285000,Aliado,828,0.0916,Automática,Finalizado,0,0.4967067882064587,0,20231229
CR001325,CL01221,2024-07-25,Crédito consumo digital,1250000,9,0.0287,160000,App,855,0.0514,Automática,Mora moderada,0,0.44421023327672643,0,20240725
CR001326,CL01222,2025-04-16,Microcrédito,850000,6,0.0362,160000,App,699,0.1649,Automática,Finalizado,0,0.6150518483081188,1,20250416
CR001327,CL01224,2025-01-11,Crédito consumo digital,300000,12,0.0264,29000,App,766,0.058,Automática,Finalizado,0,0.6776602857667068,1,20250111
CR001328,CL01225,2025-07-25,Crédito consumo digital,1850000,6,0.0276,339000,Aliado,523,0.1389,Excepción,Finalizado,0,0.571816426672008,1,20250725
CR001329,CL01226,2024-09-05,Crédito consumo digital,1600000,6,0.0265,292000,App,783,0.1321,Automática,Finalizado,0,0.54856003967559,1,20240905
CR001330,CL01227,2024-01-16,Microcrédito,1800000,18,0.0333,135000,Call center,810,0.0443,Automática,Mora severa,1,0.5022158154255016,1,20240116
CR001331,CL01228,2024-12-14,Microcrédito,700000,12,0.0383,74000,App,692,0.1156,Automática,Finalizado,0,0.656127065478898,1,20241214
CR001332,CL01229,2026-01-04,Crédito libre inversión,3400000,3,0.0204,1180000,App,873,0.3907,Manual,Finalizado,0,0.1672741886991481,0,20260104
CR001333,CL01230,2024-09-22,Microcrédito,5300000,6,0.0265,967000,Call center,779,0.3996,Manual,Mora moderada,1,0.5711350940328052,1,20240922
CR001334,CL01230,2023-10-01,Crédito libre inversión,5400000,24,0.0202,286000,Aliado,897,0.1182,Automática,Mora moderada,1,0.5052468244275691,1,20231001
CR001335,CL01233,2024-11-14,Crédito consumo digital,1150000,24,0.0351,72000,App,900,0.0321,Automática,Activo,0,0.22346971993912756,0,20241114
CR001336,CL01234,2025-04-12,Crédito consumo digital,2350000,6,0.032,437000,App,783,0.1917,Automática,Finalizado,0,0.4266322138742425,0,20250412
CR001337,CL01234,2025-12-13,Crédito consumo digital,1850000,24,0.0384,119000,Aliado,850,0.0522,Automática,Activo,0,0.33761914395834164,0,20251213
CR001338,CL01235,2025-01-18,Crédito libre inversión,2600000,3,0.0307,920000,Aliado,852,0.3206,Automática,Finalizado,0,0.40903201238451076,0,20250118
CR001339,CL01235,2026-02-11,Crédito consumo digital,2200000,6,0.037,416000,Call center,817,0.1449,Automática,Activo,0,0.2725699353665882,0,20260211
CR001340,CL01236,2025-05-22,Crédito consumo digital,550000,9,0.0214,68000,App,698,0.1046,Automática,Mora severa,1,0.5176497468543811,1,20250522
CR001341,CL01237,2025-07-12,Crédito consumo digital,2150000,6,0.0266,392000,App,900,0.1037,Automática,Finalizado,0,0.24468501113151556,0,20250712
CR001342,CL01237,2025-08-02,Microcrédito,3600000,6,0.0409,689000,App,889,0.1823,Automática,Finalizado,0,0.21052749047129485,0,20250802
CR001343,CL01238,2025-04-30,Crédito consumo digital,1600000,6,0.0215,287000,App,900,0.0744,Automática,Finalizado,0,0.2337038704402748,0,20250430
CR001344,CL01239,2025-09-21,Crédito consumo digital,950000,6,0.024,172000,Web,900,0.0669,Automática,Finalizado,0,0.26037195304147515,0,20250921
CR001345,CL01240,2025-10-28,Microcrédito,2700000,3,0.0369,967000,App,782,0.3719,Manual,Mora moderada,0,0.5476814066781018,1,20251028
CR001346,CL01240,2025-09-07,Crédito consumo digital,1050000,9,0.0379,140000,App,825,0.0538,Automática,Mora moderada,1,0.5409817564072277,1,20250907
