credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,es_moroso,fecha_registro,departamento,ciudad,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,canal_adquisicion,score_externo,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,email_hash,antiguedad_cliente_dias,mes_desembolso,dia_semana_desembolso,prev_evento_actualizacion_datos,prev_evento_consulta_saldo,prev_evento_login,prev_evento_pago_exitoso,prev_evento_pago_fallido,prev_evento_pago_iniciado,prev_evento_simulacion_credito,prev_evento_solicitud_soporte,prev_evento_sesion_seg_tot,prev_evento_sesion_seg_avg,probabilidad_mora,prediccion_mora,ingreso_mensual_bi,flag_ingreso
CR001265,CL01166,2025-04-20,Crédito consumo digital,2600000,24,0.025,145000,Web,900,0.0405,Automática,Activo,0,2023-06-01,Antioquia,Medellín,60,M,2,Universitario,Comerciante,3580000.0,Campaña digital,696.0,False,2,Android,hash_421044,689,4,6,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,686.0,137.2,0.35377433626519317,0,3580000.0,normal
CR001266,CL01168,2025-06-21,Crédito consumo digital,4850000,6,0.0315,900000,App,900,0.163,Automática,Finalizado,0,2025-04-15,Bogotá D.C.,Bogotá,42,F,6,Bachiller,Empleado,5520000.0,Campaña digital,745.0,False,2,iOS,hash_714822,67,6,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,206.0,103.0,0.2433556921880014,0,5520000.0,normal
CR001267,CL01169,2024-02-17,Microcrédito,10650000,9,0.0292,1363000,Aliado,900,0.2776,Automática,Finalizado,0,2023-08-07,Cundinamarca,Soacha,42,F,3,Universitario,Comerciante,4910000.0,Call center,740.0,False,2,iOS,hash_693465,194,2,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,200.0,100.0,0.2930021826340703,0,4910000.0,normal
CR001268,CL01170,2025-04-07,Crédito consumo digital,2150000,6,0.0287,395000,App,819,0.1091,Automática,Finalizado,0,2023-08-19,Bogotá D.C.,Bogotá,45,M,2,Técnico/Tecnólogo,Microempresario,3620000.0,Campaña digital,624.0,True,3,iOS,hash_266268,597,4,0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1048.0,262.0,0.3744735391724478,0,3620000.0,normal
CR001269,CL01171,2025-08-17,Avance de nómina,550000,6,0.0213,99000,App,755,0.0604,Automática,Finalizado,0,2024-11-14,Norte de Santander,Cúcuta,44,F,2,Bachiller,Independiente,1640000.0,Call center,549.0,False,2,iOS,hash_648606,276,8,6,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,548.0,109.6,0.599263415367538,1,1640000.0,normal
CR001270,CL01172,2025-10-15,Desconocido,2000000,9,0.0339,262000,Aliado,733,0.169,Automática,Activo,0,2024-10-28,Santander,Bucaramanga,39,F,4,Universitario,Estudiante,1550000.0,Referido,603.0,False,2,iOS,hash_756734,352,10,2,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,529.0,105.8,0.48640037708464695,0,1550000.0,normal
CR001271,CL01173,2025-05-27,Crédito libre inversión,3000000,3,0.028,1057000,App,707,0.6525,Excepción,Finalizado,0,2025-10-28,Valle del Cauca,Cali,37,M,2,Bachiller,Independiente,1620000.0,Referido,526.0,False,1,Android,hash_776196,-154,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7995729915492128,1,1620000.0,normal
CR001272,CL01174,2024-12-04,Crédito libre inversión,7250000,12,0.023,698000,App,900,0.1772,Automática,Mora moderada,1,2023-02-26,Antioquia,Medellín,35,F,3,Técnico/Tecnólogo,Empleado,3940000.0,Campaña digital,593.0,True,0,Android,hash_255801,647,12,2,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,520.0,130.0,0.5428902283691159,1,3940000.0,normal
CR001273,CL01175,2025-06-13,Crédito libre inversión,3500000,12,0.0251,341000,App,862,0.0808,Automática,Activo,0,2024-09-21,Bogotá D.C.,Bogotá,28,M,1,Universitario,Microempresario,4220000.0,Aliado comercial,594.0,False,4,iOS,hash_140721,265,6,4,1.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,2000.0,181.8181818181818,0.40203086314287184,0,4220000.0,normal
CR001274,CL01175,2025-05-30,Avance de nómina,900000,9,0.0305,116000,Web,900,0.0275,Automática,Finalizado,0,2024-09-21,Bogotá D.C.,Bogotá,28,M,1,Universitario,Microempresario,4220000.0,Aliado comercial,594.0,False,4,iOS,hash_140721,251,5,4,1.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,2000.0,181.8181818181818,0.3664839385337272,0,4220000.0,normal
CR001275,CL01175,2024-11-15,Crédito consumo digital,5100000,6,0.0291,939000,App,880,0.2225,Automática,Mora severa,1,2024-09-21,Bogotá D.C.,Bogotá,28,M,1,Universitario,Microempresario,4220000.0,Aliado comercial,594.0,False,4,iOS,hash_140721,55,11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5265345552137636,1,4220000.0,normal
CR001276,CL01177,2025-11-11,Crédito libre inversión,1600000,18,0.0294,116000,App,705,0.1234,Automática,Mora severa,1,2024-12-25,Norte de Santander,Cúcuta,19,F,2,Posgrado,Estudiante,940000.0,Campaña digital,492.0,False,1,iOS,hash_273707,321,11,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,651.0,651.0,0.7512505887052932,1,940000.0,normal
CR001277,CL01178,2024-08-11,Crédito consumo digital,1150000,6,0.0268,210000,Aliado,889,0.0764,Automática,Finalizado,0,2023-12-23,Atlántico,Barranquilla,35,F,3,Sin información,Comerciante,2750000.0,App orgánico,644.0,True,3,iOS,hash_931653,232,8,6,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,544.0,136.0,0.3287270903494703,0,2750000.0,normal
CR001278,CL01180,2024-04-07,Crédito libre inversión,4800000,18,0.0211,323000,App,900,0.0976,Automática,Mora moderada,1,2023-03-18,Bogotá D.C.,Bogotá,25,M,4,Bachiller,Empleado,3310000.0,Aliado comercial,646.0,False,0,Android,hash_418862,386,4,6,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,587.0,195.66666666666666,0.40304838240229796,0,3310000.0,normal
CR001279,CL01180,2024-07-23,Crédito libre inversión,2750000,9,0.0219,340000,App,892,0.1027,Automática,Finalizado,0,2023-03-18,Bogotá D.C.,Bogotá,25,M,4,Bachiller,Empleado,3310000.0,Aliado comercial,646.0,False,0,Android,hash_418862,493,7,1,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,917.0,229.25,0.3847044675196975,0,3310000.0,normal
CR001280,CL01181,2024-05-06,Microcrédito,2150000,9,0.0434,294000,Web,795,0.1633,Automática,Mora severa,1,2023-07-03,Antioquia,Medellín,38,F,1,Universitario,Empleado,1800000.0,App orgánico,569.0,True,1,Android,hash_849656,308,5,0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1176.0,235.2,0.5750293390550135,1,1800000.0,normal
CR001281,CL01182,2026-03-16,Avance de nómina,2150000,6,0.032,399000,App,900,0.0484,Automática,Activo,0,2025-10-06,Antioquia,Medellín,50,F,5,Técnico/Tecnólogo,Empleado,8240000.0,Campaña digital,821.0,False,1,iOS,hash_894360,161,3,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,891.0,127.28571428571429,0.13461256111834383,0,7082400.000000003,outlier_real
CR001282,CL01183,2024-03-11,Crédito consumo digital,1150000,18,0.0357,88000,App,792,0.0328,Automática,Mora moderada,1,2024-01-17,Valle del Cauca,Cali,45,M,4,Bachiller,Comerciante,2680000.0,App orgánico,600.0,False,1,Android,hash_865176,54,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.604940085533836,1,2680000.0,normal
CR001283,CL01183,2024-02-03,Crédito consumo digital,900000,12,0.022,86000,App,809,0.0321,Automática,Mora severa,1,2024-01-17,Valle del Cauca,Cali,45,M,4,Bachiller,Comerciante,2680000.0,App orgánico,600.0,False,1,Android,hash_865176,17,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5667272964241842,1,2680000.0,normal
CR001284,CL01184,2025-03-29,Crédito consumo digital,850000,6,0.0236,154000,Call center,814,0.1027,Automática,Mora moderada,1,2024-07-01,Bogotá D.C.,Bogotá,20,M,2,Bachiller,Independiente,1500000.0,App orgánico,585.0,False,2,Android,hash_279586,271,3,5,0.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,2125.0,236.11111111111111,0.2839761335602971,0,1500000.0,normal
CR001285,CL01185,2025-08-12,Crédito libre inversión,5300000,6,0.027,969000,App,703,0.4195,Manual,Mora moderada,1,2025-02-06,Bolívar,Cartagena,26,F,2,Bachiller,Empleado,2310000.0,App orgánico,508.0,False,2,Android,hash_572374,187,8,1,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1268.0,158.5,0.5518134395494813,1,2310000.0,normal
CR001286,CL01186,2025-07-15,Crédito consumo digital,1400000,6,0.0228,252000,Web,811,0.0969,Automática,Mora severa,1,2025-05-24,Bogotá D.C.,Bogotá,45,M,3,Técnico/Tecnólogo,Empleado,2600000.0,Referido,660.0,False,1,Web,hash_331831,52,7,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,388.0,194.0,0.44986919541692655,0,2600000.0,normal
CR001287,CL01187,2026-01-09,Microcrédito,5850000,12,0.0417,629000,Web,840,0.2321,Automática,Activo,0,2023-11-25,Bogotá D.C.,Bogotá,26,M,3,Posgrado,Pensionado,2710000.0,App orgánico,638.0,True,1,iOS,hash_465890,776,1,4,0.0,2.0,7.0,3.0,0.0,3.0,1.0,2.0,2668.0,148.22222222222223,0.23938936642359632,0,2710000.0,normal
CR001288,CL01187,2025-07-18,Crédito libre inversión,2200000,12,0.0179,205000,Aliado,900,0.0756,Automática,Activo,0,2023-11-25,Bogotá D.C.,Bogotá,26,M,3,Posgrado,Pensionado,2710000.0,App orgánico,638.0,True,1,iOS,hash_465890,601,7,4,0.0,1.0,4.0,2.0,0.0,2.0,0.0,1.0,1513.0,151.3,0.31700179668219586,0,2710000.0,normal
CR001289,CL01188,2026-02-03,Crédito libre inversión,3300000,3,0.0308,1169000,App,795,0.4549,Manual,Activo,0,2023-11-06,Santander,Bucaramanga,34,M,1,Bachiller,Comerciante,2570000.0,Campaña digital,519.0,True,0,Android,hash_950531,820,2,1,5.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,2716.0,169.75,0.25887505454451853,0,2570000.0,normal
CR001290,CL01188,2023-12-31,Crédito consumo digital,1450000,3,0.0309,514000,Web,749,0.2,Automática,Finalizado,0,2023-11-06,Santander,Bucaramanga,34,M,1,Bachiller,Comerciante,2570000.0,Campaña digital,519.0,True,0,Android,hash_950531,55,12,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.4112175726886496,0,2570000.0,normal
CR001291,CL01189,2026-02-03,Microcrédito,250000,9,0.0256,31000,Web,625,0.0721,Automática,Activo,0,2024-09-07,Bogotá D.C.,Bogotá,42,M,4,Bachiller,Desempleado,430000.0,Campaña digital,467.0,True,2,Android,hash_525377,514,2,1,0.0,1.0,5.0,1.0,0.0,2.0,0.0,1.0,1788.0,178.8,0.5011307068164279,1,430000.0,normal
CR001292,CL01190,2024-11-09,Crédito consumo digital,4500000,12,0.0228,433000,Aliado,900,0.0638,Automática,Mora moderada,1,2023-03-24,Bogotá D.C.,Bogotá,26,M,4,Técnico/Tecnólogo,Empleado,6790000.0,Campaña digital,688.0,True,1,Android,hash_680913,596,11,5,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2387.0,170.5,0.3289317610422164,0,6790000.0,normal
CR001293,CL01190,2024-02-05,Microcrédito,6050000,9,0.0263,764000,Aliado,900,0.1125,Automática,Finalizado,0,2023-03-24,Bogotá D.C.,Bogotá,26,M,4,Técnico/Tecnólogo,Empleado,6790000.0,Campaña digital,688.0,True,1,Android,hash_680913,318,2,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,563.0,140.75,0.3775869944248199,0,6790000.0,normal
CR001294,CL01191,2025-10-07,Crédito consumo digital,800000,18,0.0232,55000,Aliado,900,0.0299,Automática,Mora severa,1,2023-09-05,Bogotá D.C.,Bogotá,37,F,4,Bachiller,Pensionado,1840000.0,App orgánico,612.0,False,3,Android,hash_251265,763,10,1,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,1112.0,139.0,0.44733094807196705,0,1840000.0,normal
CR001295,CL01193,2026-02-05,Crédito consumo digital,1200000,12,0.0233,116000,Aliado,866,0.0396,Automática,Activo,0,2024-05-14,Atlántico,Barranquilla,30,F,4,Técnico/Tecnólogo,Independiente,2930000.0,Aliado comercial,695.0,False,1,Android,hash_919282,632,2,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1276.0,255.2,0.27909350874215433,0,2930000.0,normal
CR001296,CL01195,2024-08-07,Crédito consumo digital,1450000,6,0.0375,274000,Aliado,822,0.1015,Automática,Finalizado,0,2023-10-05,Antioquia,Medellín,20,M,5,Universitario,Empleado,2700000.0,Campaña digital,543.0,False,0,Web,hash_725497,307,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5448474944752242,1,2700000.0,normal
CR001297,CL01199,2025-11-25,Avance de nómina,1800000,6,0.024,326000,Aliado,821,0.1331,Automática,Mora moderada,1,2025-07-19,Cundinamarca,Soacha,38,F,4,Universitario,Independiente,2450000.0,Campaña digital,577.0,True,1,Android,hash_453497,129,11,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,516.0,258.0,0.5280153683808368,1,2450000.0,normal
CR001298,CL01199,2026-02-12,Microcrédito,1050000,18,0.0,74000,Aliado,863,0.0302,Automática,Activo,0,2025-07-19,Cundinamarca,Soacha,38,F,4,Universitario,Independiente,2450000.0,Campaña digital,577.0,True,1,Android,hash_453497,208,2,3,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1240.0,248.0,0.21486796465006178,0,2450000.0,normal
CR001299,CL01200,2025-07-26,Microcrédito,950000,12,0.0306,96000,Web,794,0.0578,Automática,Activo,0,2024-12-13,Bogotá D.C.,Bogotá,50,M,2,Universitario,Conductor/Repartidor,1660000.0,App orgánico,555.0,False,2,Android,hash_761818,225,7,5,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,638.0,127.6,0.5730638931698521,1,1660000.0,normal
CR001300,CL01200,2025-12-18,Avance de nómina,350000,18,0.018,23000,App,810,0.0139,Automática,Activo,0,2024-12-13,Bogotá D.C.,Bogotá,50,M,2,Universitario,Conductor/Repartidor,1660000.0,App orgánico,555.0,False,2,Android,hash_761818,370,12,3,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,1092.0,136.5,0.4579484783780287,0,1660000.0,normal
CR001301,CL01201,2025-10-08,Crédito consumo digital,450000,18,0.0322,33000,App,795,0.0136,Automática,Activo,0,2023-08-21,Bogotá D.C.,Bogotá,37,F,2,Técnico/Tecnólogo,Conductor/Repartidor,2430000.0,Referido,547.0,True,1,Android,hash_824331,779,10,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,446.0,223.0,0.6008921660981691,1,2430000.0,normal
CR001302,CL01202,2025-11-10,Microcrédito,8600000,3,0.0302,3042000,Aliado,808,0.6805,Excepción,Mora severa,1,2025-12-02,Atlántico,Barranquilla,32,M,4,Bachiller,Microempresario,4470000.0,Aliado comercial,679.0,False,0,Android,hash_560410,-22,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7760096081795971,1,4470000.0,normal
CR001303,CL01203,2025-10-03,Crédito consumo digital,1050000,18,0.0385,82000,Aliado,694,0.1051,Automática,Activo,0,2023-12-15,Tolima,Ibagué,37,M,2,Técnico/Tecnólogo,Desempleado,780000.0,Referido,448.0,False,1,Android,hash_920959,658,10,4,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,1235.0,176.42857142857142,0.5911424654345993,1,780000.0,normal
CR001304,CL01204,2026-01-09,Crédito consumo digital,5600000,18,0.0235,385000,Aliado,829,0.1024,Automática,Activo,0,2025-09-01,Atlántico,Barranquilla,41,F,3,Bachiller,Independiente,3760000.0,Referido,671.0,False,1,iOS,hash_985023,130,1,4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1301.0,216.83333333333334,0.3170961759257721,0,3760000.0,normal
CR001305,CL01205,2024-09-10,Crédito libre inversión,3050000,9,0.0186,371000,Web,783,0.1775,Automática,Mora severa,1,2023-06-30,Santander,Bucaramanga,36,F,2,Bachiller,Empleado,2090000.0,App orgánico,568.0,False,1,iOS,hash_950534,438,9,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,744.0,248.0,0.6205459265305624,1,2090000.0,normal
CR001306,CL01207,2025-09-19,Crédito libre inversión,2050000,9,0.0315,265000,Web,878,0.096,Automática,Activo,0,2024-05-28,Bogotá D.C.,Bogotá,29,M,4,Técnico/Tecnólogo,Independiente,2760000.0,Aliado comercial,666.0,True,0,Android,hash_736045,479,9,4,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1576.0,225.14285714285714,0.3501155106068918,0,2760000.0,normal
CR001307,CL01208,2025-05-07,Microcrédito,1700000,3,0.0348,607000,App,682,0.2362,Automática,Finalizado,0,2023-07-08,Bogotá D.C.,Bogotá,29,M,1,Bachiller,Desempleado,2570000.0,Aliado comercial,436.0,False,2,iOS,hash_198525,669,5,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,125.0,62.5,0.6513922865065285,1,2570000.0,normal
CR001308,CL01209,2025-04-29,Crédito consumo digital,950000,24,0.0293,56000,App,866,0.0206,Automática,Mora moderada,1,2023-01-23,Bogotá D.C.,Bogotá,22,F,3,Bachiller,Independiente,2720000.0,App orgánico,564.0,True,2,Android,hash_137525,827,4,1,1.0,1.0,7.0,1.0,0.0,1.0,0.0,1.0,1284.0,107.0,0.5105220699717059,1,2720000.0,normal
CR001309,CL01209,2023-09-09,Microcrédito,3150000,3,0.0391,1133000,Aliado,807,0.4165,Manual,Finalizado,0,2023-01-23,Bogotá D.C.,Bogotá,22,F,3,Bachiller,Independiente,2720000.0,App orgánico,564.0,True,2,Android,hash_137525,229,9,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,231.0,231.0,0.49833079905338146,0,2720000.0,normal
CR001310,CL01210,2025-12-20,Crédito libre inversión,1100000,24,0.0206,59000,Aliado,732,0.0573,Automática,Activo,0,2025-10-25,Antioquia,Medellín,53,M,1,Universitario,Desempleado,1030000.0,Campaña digital,544.0,False,1,iOS,hash_149190,56,12,5,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,639.0,159.75,0.6847741336244918,1,1030000.0,normal
CR001311,CL01211,2025-03-12,Crédito libre inversión,4450000,9,0.0218,550000,App,753,0.3642,Manual,Mora severa,1,2024-05-26,Bolívar,Cartagena,24,M,3,Universitario,Conductor/Repartidor,1510000.0,App orgánico,499.0,False,1,Android,hash_372460,290,3,2,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1511.0,251.83333333333334,0.6032843683246267,1,1510000.0,normal
CR001312,CL01211,2025-11-29,Crédito consumo digital,1150000,24,0.0255,65000,App,769,0.043,Automática,Mora moderada,1,2024-05-26,Bolívar,Cartagena,24,M,3,Universitario,Conductor/Repartidor,1510000.0,App orgánico,499.0,False,1,Android,hash_372460,552,11,5,1.0,1.0,5.0,1.0,0.0,2.0,0.0,2.0,2144.0,178.66666666666666,0.6941483293015462,1,1510000.0,normal
CR001313,CL01214,2024-04-26,Avance de nómina,550000,12,0.0308,56000,Web,900,0.0201,Automática,Finalizado,0,2024-01-01,Santander,Bucaramanga,45,M,3,Técnico/Tecnólogo,Empleado,2780000.0,Campaña digital,642.0,False,0,Android,hash_230877,116,4,4,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,673.0,134.6,0.2593107612215012,0,2780000.0,normal
CR001314,CL01214,2026-03-20,Avance de nómina,500000,18,0.0319,37000,App,827,0.0133,Automática,Activo,0,2024-01-01,Santander,Bucaramanga,45,M,3,Técnico/Tecnólogo,Empleado,2780000.0,Campaña digital,642.0,False,0,Android,hash_230877,809,3,4,2.0,6.0,7.0,1.0,0.0,3.0,1.0,0.0,3179.0,158.95,0.11272043257574488,0,2780000.0,normal
CR001315,CL01214,2024-03-04,Crédito consumo digital,1700000,12,0.0253,166000,Aliado,882,0.0597,Automática,Finalizado,0,2024-01-01,Santander,Bucaramanga,45,M,3,Técnico/Tecnólogo,Empleado,2780000.0,Campaña digital,642.0,False,0,Android,hash_230877,63,3,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,161.0,80.5,0.24762188302452737,0,2780000.0,normal
CR001316,CL01215,2023-11-16,Crédito libre inversión,2850000,9,0.0263,360000,App,794,0.1731,Automática,Finalizado,0,2023-04-06,Atlántico,Barranquilla,33,F,5,Técnico/Tecnólogo,Independiente,2080000.0,Campaña digital,573.0,True,3,iOS,hash_720630,224,11,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,169.0,169.0,0.6250738862218104,1,2080000.0,normal
CR001317,CL01216,2025-08-10,Crédito libre inversión,9800000,9,0.0223,1214000,App,877,0.2836,Automática,Activo,0,2024-11-17,Caldas,Manizales,48,F,5,Técnico/Tecnólogo,Conductor/Repartidor,4280000.0,Campaña digital,621.0,False,1,Android,hash_909977,266,8,6,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,968.0,138.28571428571428,0.40939670327602673,0,4280000.0,normal
CR001318,CL01216,2025-12-28,Microcrédito,3850000,6,0.0386,731000,App,871,0.1708,Automática,Activo,0,2024-11-17,Caldas,Manizales,48,F,5,Técnico/Tecnólogo,Conductor/Repartidor,4280000.0,Campaña digital,621.0,False,1,Android,hash_909977,406,12,6,0.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,1488.0,135.27272727272728,0.22490953470837208,0,4280000.0,normal
CR001319,CL01217,2025-10-03,Microcrédito,6000000,6,0.0408,1148000,Aliado,765,0.4467,Manual,Finalizado,0,2024-06-27,Cundinamarca,Soacha,29,F,3,Bachiller,Microempresario,2570000.0,Aliado comercial,658.0,False,0,iOS,hash_385954,463,10,4,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,568.0,142.0,0.38788611009611856,0,2570000.0,normal
CR001320,CL01219,2026-01-22,Microcrédito,4450000,9,0.0335,581000,App,900,0.0937,Automática,Mora moderada,1,2025-09-09,Valle del Cauca,Cali,28,F,6,Universitario,Comerciante,6200000.0,Referido,742.0,False,2,Android,hash_662162,135,1,3,1.0,1.0,2.0,2.0,0.0,0.0,3.0,1.0,2163.0,216.3,0.4397087612922606,0,6200000.0,normal
CR001321,CL01219,2025-11-29,Crédito consumo digital,3600000,12,0.0258,353000,Aliado,900,0.0569,Automática,Activo,0,2025-09-09,Valle del Cauca,Cali,28,F,6,Universitario,Comerciante,6200000.0,Referido,742.0,False,2,Android,hash_662162,81,11,5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1126.0,225.2,0.2681585865889209,0,6200000.0,normal
CR001322,CL01220,2024-06-06,Crédito consumo digital,500000,12,0.0374,52000,App,705,0.0416,Automática,Mora severa,1,2023-05-02,Antioquia,Medellín,57,M,4,Técnico/Tecnólogo,Desempleado,1250000.0,Referido,518.0,False,3,Android,hash_480031,401,6,3,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1356.0,226.0,0.6773420543365688,1,1250000.0,normal
CR001323,CL01220,2023-12-25,Crédito consumo digital,900000,9,0.0251,113000,App,723,0.0904,Automática,Mora moderada,1,2023-05-02,Antioquia,Medellín,57,M,4,Técnico/Tecnólogo,Desempleado,1250000.0,Referido,518.0,False,3,Android,hash_480031,237,12,0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1266.0,253.2,0.6651789076340778,1,1250000.0,normal
CR001324,CL01221,2023-12-29,Crédito consumo digital,1500000,6,0.0389,285000,Aliado,828,0.0916,Automática,Finalizado,0,2023-07-14,Bogotá D.C.,Bogotá,24,F,3,Universitario,Conductor/Repartidor,3110000.0,App orgánico,575.0,False,0,iOS,hash_112850,168,12,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,221.0,221.0,0.4967067882064587,0,3110000.0,normal
CR001325,CL01221,2024-07-25,Crédito consumo digital,1250000,9,0.0287,160000,App,855,0.0514,Automática,Mora moderada,0,2023-07-14,Bogotá D.C.,Bogotá,24,F,3,Universitario,Conductor/Repartidor,3110000.0,App orgánico,575.0,False,0,iOS,hash_112850,377,7,3,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,526.0,105.2,0.44421023327672643,0,3110000.0,normal
CR001326,CL01222,2025-04-16,Microcrédito,850000,6,0.0362,160000,App,699,0.1649,Automática,Finalizado,0,2024-05-18,Santander,Bucaramanga,39,F,4,Técnico/Tecnólogo,Desempleado,970000.0,Referido,501.0,False,1,iOS,hash_864236,333,4,2,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,981.0,109.0,0.6150518483081188,1,970000.0,normal
CR001327,CL01224,2025-01-11,Crédito consumo digital,300000,12,0.0264,29000,App,766,0.058,Automática,Finalizado,0,2024-12-13,Bogotá D.C.,Bogotá,40,M,2,Técnico/Tecnólogo,Estudiante,500000.0,Campaña digital,477.0,False,1,Android,hash_884642,29,1,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,264.0,132.0,0.6776602857667068,1,500000.0,normal
CR001328,CL01225,2025-07-25,Crédito consumo digital,1850000,6,0.0276,339000,Aliado,523,0.1389,Excepción,Finalizado,0,2025-06-28,Bolívar,Cartagena,34,M,3,Técnico/Tecnólogo,Empleado,2440000.0,Aliado comercial,588.0,True,3,Android,hash_831951,27,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571816426672008,1,2440000.0,normal
CR001329,CL01226,2024-09-05,Crédito consumo digital,1600000,6,0.0265,292000,App,783,0.1321,Automática,Finalizado,0,2023-02-08,Bogotá D.C.,Bogotá,35,M,2,Universitario,Empleado,2210000.0,Campaña digital,508.0,False,2,Android,hash_922343,575,9,3,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,825.0,206.25,0.54856003967559,1,2210000.0,normal
CR001330,CL01227,2024-01-16,Microcrédito,1800000,18,0.0333,135000,Call center,810,0.0443,Automática,Mora severa,1,2023-05-26,Cundinamarca,Soacha,36,M,4,Posgrado,Empleado,3050000.0,Campaña digital,581.0,True,3,Web,hash_224559,235,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103.0,103.0,0.5022158154255016,1,3050000.0,normal
CR001331,CL01228,2024-12-14,Microcrédito,700000,12,0.0383,74000,App,692,0.1156,Automática,Finalizado,0,2024-06-04,Antioquia,Medellín,35,M,1,Universitario,Estudiante,640000.0,Aliado comercial,457.0,False,4,Android,hash_935209,193,12,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,336.0,168.0,0.656127065478898,1,640000.0,normal
CR001332,CL01229,2026-01-04,Crédito libre inversión,3400000,3,0.0204,1180000,App,873,0.3907,Manual,Finalizado,0,2024-12-22,Bogotá D.C.,Bogotá,46,F,2,Bachiller,Empleado,3020000.0,Aliado comercial,665.0,False,4,Android,hash_155421,378,1,6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,926.0,463.0,0.1672741886991481,0,3020000.0,normal
