cliente_id;fecha_registro;departamento;ciudad;edad;genero;estrato;nivel_educativo;ocupacion;ingreso_mensual_estimado;ingreso_mensual_bi;flag_ingreso;canal_adquisicion;score_externo;tiene_producto_ahorro;numero_dependientes;dispositivo_principal
CL00661;2025-09-12;Santander;Bucaramanga;30;F;4;Técnico/Tecnólogo;Comerciante;4440000,0;4440000,0;normal;Aliado comercial;616,0;False;1;iOS
CL00663;2025-03-19;Atlántico;Barranquilla;36;M;2;Bachiller;Comerciante;3410000,0;3410000,0;normal;Campaña digital;556,0;False;2;Android
CL00666;2023-08-21;Santander;Bucaramanga;37;M;2;Técnico/Tecnólogo;Empleado;6560000,0;6560000,0;normal;Referido;647,0;True;3;Android
CL00667;2023-08-28;Santander;Bucaramanga;33;No informa;4;Universitario;Empleado;2620000,0;2620000,0;normal;Campaña digital;645,0;True;1;Android
CL00668;2023-11-16;Atlántico;Barranquilla;51;M;2;Universitario;Empleado;1860000,0;1860000,0;normal;Call center;492,0;False;0;Android
CL00670;2025-01-06;Bogotá D.C.;Bogotá;47;F;4;Universitario;Comerciante;5440000,0;5440000,0;normal;Aliado comercial;684,0;False;1;iOS
CL00671;2024-09-04;Bogotá D.C.;Bogotá;48;M;3;Universitario;Empleado;2700000,0;2700000,0;normal;Call center;641,0;True;3;Android
CL00672;2025-11-27;Bogotá D.C.;Bogotá;19;M;3;Bachiller;Empleado;5590000,0;5590000,0;normal;Aliado comercial;687,0;False;1;Android
CL00673;2023-03-25;Bogotá D.C.;Bogotá;33;M;4;Universitario;Empleado;6550000,0;6550000,0;normal;Campaña digital;774,0;False;3;iOS
CL00674;2023-08-08;Antioquia;Medellín;32;M;1;Bachiller;Empleado;2030000,0;2030000,0;normal;Campaña digital;495,0;True;1;Android
CL00677;2025-01-07;Santander;Bucaramanga;25;M;5;Técnico/Tecnólogo;Empleado;3520000,0;3520000,0;normal;Aliado comercial;604,0;False;0;Android
CL00678;2023-06-07;Norte de Santander;Cúcuta;54;M;2;Bachiller;Empleado;2140000,0;2140000,0;normal;Campaña digital;658,0;True;0;Android
CL00679;2024-08-11;Atlántico;Barranquilla;45;M;2;Sin información;Independiente;960000,0;960000,0;normal;Campaña digital;441,0;False;0;Android
CL00680;2025-07-14;Santander;Bucaramanga;49;M;4;Bachiller;Conductor/Repartidor;2730000,0;2730000,0;normal;App orgánico;594,0;False;1;Android
CL00682;2025-06-30;Risaralda;Pereira;25;F;3;Bachiller;Empleado;3760000,0;3760000,0;normal;Aliado comercial;669,0;True;0;Android
CL00683;2025-02-05;Atlántico;Barranquilla;31;F;1;Sin información;Empleado;2130000,0;2130000,0;normal;Referido;552,0;True;2;Android
CL00685;2023-12-01;Antioquia;Medellín;24;M;1;Técnico/Tecnólogo;Comerciante;1590000,0;1590000,0;normal;App orgánico;465,0;False;0;Android
CL00687;2024-08-02;Antioquia;Medellín;34;M;3;Bachiller;Independiente;3440000,0;3440000,0;normal;Referido;695,0;False;0;Web
CL00688;2024-10-23;Bogotá D.C.;Bogotá;32;M;4;Posgrado;Empleado;6150000,0;6150000,0;normal;Referido;706,0;True;3;Android
CL00689;2025-04-22;Bogotá D.C.;Bogotá;43;F;2;Bachiller;Comerciante;4940000,0;4940000,0;normal;App orgánico;608,0;True;0;Android
CL00690;2024-08-14;Bogotá D.C.;Bogotá;40;M;2;Universitario;Microempresario;1980000,0;1980000,0;normal;Campaña digital;539,0;False;3;iOS
CL00691;2025-11-11;Santander;Bucaramanga;32;M;2;Técnico/Tecnólogo;Empleado;3160000,0;3160000,0;normal;Campaña digital;644,0;True;2;Web
CL00692;2025-04-11;Bogotá D.C.;Bogotá;48;M;2;Universitario;Empleado;3050000,0;3050000,0;normal;Call center;587,0;True;2;Android
CL00693;2025-10-13;Bogotá D.C.;Bogotá;25;F;3;Técnico/Tecnólogo;Independiente;3260000,0;3260000,0;normal;Campaña digital;550,0;False;0;iOS
CL00694;2023-04-05;Antioquia;Medellín;42;M;2;Sin información;Pensionado;1830000,0;1830000,0;normal;Campaña digital;526,0;True;1;iOS
CL00695;2024-04-28;Bogotá D.C.;Bogotá;42;No informa;3;Bachiller;Empleado;1610000,0;1610000,0;normal;Aliado comercial;485,0;False;0;Web
CL00696;2024-08-03;Antioquia;Medellín;33;M;5;Técnico/Tecnólogo;Independiente;3370000,0;3370000,0;normal;Aliado comercial;654,0;False;3;Android
CL00697;2024-05-21;Valle del Cauca;Cali;39;M;6;Universitario;Comerciante;6580000,0;6580000,0;normal;Referido;809,0;False;1;Android
CL00698;2025-07-19;Tolima;Ibagué;23;M;2;Bachiller;Microempresario;2570000,0;2570000,0;normal;Referido;639,0;True;3;Web
CL00699;2024-02-17;Antioquia;Medellín;45;F;2;Universitario;Comerciante;2170000,0;2170000,0;normal;App orgánico;583,0;False;1;Android
CL00700;2024-06-12;Bogotá D.C.;Bogotá;34;M;5;Bachiller;Empleado;3050000,0;3050000,0;normal;App orgánico;744,0;False;3;iOS
CL00701;2023-06-09;Tolima;Ibagué;31;M;6;Técnico/Tecnólogo;Estudiante;-1,0;-1,0;normal;App orgánico;559,0;True;2;Android
CL00702;2023-04-11;Bogotá D.C.;Bogotá;46;M;2;Técnico/Tecnólogo;Independiente;2720000,0;2720000,0;normal;Referido;694,0;False;1;iOS
CL00703;2025-11-30;Valle del Cauca;Cali;29;F;1;Bachiller;Empleado;2750000,0;2750000,0;normal;App orgánico;534,0;False;0;Android
CL00704;2024-12-28;Bogotá D.C.;Bogotá;22;F;3;Universitario;Empleado;2570000,0;2570000,0;normal;Referido;588,0;True;0;Android
CL00705;2023-08-24;Bogotá D.C.;Bogotá;20;M;3;Posgrado;Independiente;3440000,0;3440000,0;normal;Referido;544,0;False;1;Android
CL00706;2024-06-27;Tolima;Ibagué;42;M;2;Bachiller;Independiente;1550000,0;1550000,0;normal;App orgánico;552,0;False;3;Android
CL00707;2023-07-15;Cundinamarca;Soacha;23;M;2;Posgrado;Conductor/Repartidor;2000000,0;2000000,0;normal;Campaña digital;510,0;False;0;Android
CL00708;2025-12-04;Antioquia;Medellín;54;F;3;Universitario;Microempresario;4720000,0;4720000,0;normal;App orgánico;685,0;False;0;Android
CL00709;2024-08-31;Santander;Bucaramanga;19;F;4;Técnico/Tecnólogo;Comerciante;3420000,0;3420000,0;normal;Campaña digital;501,0;True;4;Android
CL00710;2025-10-17;Valle del Cauca;Cali;53;F;3;Bachiller;Estudiante;1480000,0;1480000,0;normal;Campaña digital;525,0;False;2;Android
CL00711;2023-08-26;Bogotá D.C.;Bogotá;38;M;6;Técnico/Tecnólogo;Independiente;3100000,0;3100000,0;normal;Aliado comercial;686,0;False;1;Android
CL00712;2025-12-01;Antioquia;Medellín;35;F;3;Universitario;Empleado;6010000,0;6010000,0;normal;Referido;767,0;False;2;Web
CL00713;2023-12-29;Antioquia;Medellín;31;F;5;Universitario;Empleado;5680000,0;5680000,0;normal;App orgánico;716,0;False;1;Android
CL00714;2023-10-30;Bogotá D.C.;Bogotá;40;M;3;Universitario;Empleado;6330000,0;6330000,0;normal;Aliado comercial;797,0;True;2;iOS
CL00715;2025-05-09;Bogotá D.C.;Bogotá;36;F;4;Técnico/Tecnólogo;Estudiante;970000,0;970000,0;normal;Campaña digital;614,0;False;3;Android
CL00716;2024-03-02;Meta;Villavicencio;47;F;5;Técnico/Tecnólogo;Microempresario;5730000,0;5730000,0;normal;Aliado comercial;588,0;False;2;Android
CL00718;2023-01-26;Bogotá D.C.;Bogotá;38;F;4;Universitario;Empleado;2660000,0;2660000,0;normal;Referido;637,0;False;0;Android
CL00719;2025-10-02;Meta;Villavicencio;32;M;3;Universitario;Microempresario;2840000,0;2840000,0;normal;App orgánico;697,0;True;0;Android
CL00720;2025-08-10;Atlántico;Barranquilla;35;M;5;Posgrado;Independiente;4220000,0;4220000,0;normal;Campaña digital;644,0;False;1;Android
CL00722;2024-03-12;Cundinamarca;Soacha;19;M;3;Bachiller;Pensionado;2890000,0;2890000,0;normal;Aliado comercial;567,0;True;0;iOS
CL00723;2023-12-28;Norte de Santander;Cúcuta;23;M;3;Técnico/Tecnólogo;Microempresario;4690000,0;4690000,0;normal;App orgánico;569,0;True;2;Android
CL00724;2025-01-18;Bogotá D.C.;Bogotá;43;F;2;Bachiller;Empleado;4570000,0;4570000,0;normal;Campaña digital;656,0;True;2;Web
CL00727;2023-06-18;Cundinamarca;Soacha;36;F;2;Bachiller;Desempleado;600000,0;600000,0;normal;App orgánico;483,0;False;2;Android
CL00728;2025-11-11;Bogotá D.C.;Bogotá;39;M;3;Universitario;Pensionado;1520000,0;1520000,0;normal;Referido;472,0;False;4;Android
CL00729;2025-10-14;Caldas;Manizales;31;M;3;Técnico/Tecnólogo;Empleado;2500000,0;2500000,0;normal;Campaña digital;651,0;False;0;Web
CL00730;2023-10-28;Valle del Cauca;Cali;28;F;1;Bachiller;Comerciante;2540000,0;2540000,0;normal;Referido;588,0;False;3;Android
CL00731;2025-09-17;Bogotá D.C.;Bogotá;38;M;3;Bachiller;Conductor/Repartidor;1560000,0;1560000,0;normal;Referido;598,0;True;0;Web
CL00732;2024-05-25;Meta;Villavicencio;26;M;1;Universitario;Estudiante;710000,0;710000,0;normal;Campaña digital;449,0;True;0;Android
CL00733;2024-11-24;Meta;Villavicencio;40;F;1;Sin información;Empleado;2260000,0;2260000,0;normal;Referido;485,0;False;3;iOS
CL00734;2023-02-05;Cundinamarca;Soacha;19;F;4;Técnico/Tecnólogo;Empleado;4960000,0;4960000,0;normal;App orgánico;689,0;False;2;Android
CL00735;2023-03-19;Risaralda;Pereira;46;F;2;Universitario;Independiente;1800000,0;1800000,0;normal;Referido;551,0;False;4;iOS
CL00736;2024-09-13;Antioquia;Medellín;41;F;5;Técnico/Tecnólogo;Empleado;4370000,0;4370000,0;normal;Campaña digital;804,0;False;1;Android
CL00737;2023-10-27;Cundinamarca;Soacha;39;M;3;Posgrado;Estudiante;1470000,0;1470000,0;normal;Aliado comercial;526,0;False;2;Android
CL00738;2023-02-26;Bogotá D.C.;Bogotá;46;F;3;Bachiller;Independiente;1550000,0;1550000,0;normal;Campaña digital;627,0;False;0;Android
CL00739;2025-12-03;Norte de Santander;Cúcuta;53;M;5;Técnico/Tecnólogo;Empleado;4290000,0;4290000,0;normal;Campaña digital;671,0;False;2;Android
CL00740;2025-10-25;Cundinamarca;Soacha;46;F;3;Bachiller;Independiente;3390000,0;3390000,0;normal;Referido;562,0;True;0;Android
CL00742;2026-01-01;Valle del Cauca;Cali;23;F;3;Bachiller;Microempresario;5920000,0;5920000,0;normal;Campaña digital;705,0;False;4;Web
CL00743;2024-01-29;Caldas;Manizales;30;F;2;Universitario;Microempresario;2380000,0;2380000,0;normal;Referido;526,0;True;0;iOS
CL00746;2023-06-15;Risaralda;Pereira;29;F;4;Técnico/Tecnólogo;Microempresario;2720000,0;2720000,0;normal;App orgánico;692,0;True;1;Android
CL00747;2025-12-02;Bogotá D.C.;Bogotá;38;M;4;Universitario;Independiente;1920000,0;1920000,0;normal;Aliado comercial;452,0;False;1;iOS
CL00748;2024-03-07;Bogotá D.C.;Bogotá;28;F;1;Técnico/Tecnólogo;Comerciante;0,0;0,0;normal;App orgánico;483,0;False;2;iOS
CL00749;2025-02-05;Bogotá D.C.;Bogotá;30;F;3;Universitario;Estudiante;2060000,0;2060000,0;normal;Referido;604,0;False;0;iOS
CL00750;2023-04-26;Valle del Cauca;Cali;22;M;6;Bachiller;Empleado;2570000,0;2570000,0;normal;Campaña digital;674,0;True;1;Android
CL00751;2024-04-07;Antioquia;Medellín;27;M;3;Universitario;Microempresario;3790000,0;3790000,0;normal;App orgánico;588,0;True;1;Android
CL00753;2025-12-04;Antioquia;Medellín;26;M;3;Universitario;Empleado;1680000,0;1680000,0;normal;Campaña digital;550,0;False;1;Android
CL00754;2024-06-02;Cundinamarca;Soacha;47;F;3;Sin información;Independiente;2570000,0;2570000,0;normal;Campaña digital;629,0;True;0;Android
CL00755;2023-01-20;Bolívar;Cartagena;27;F;3;Universitario;Comerciante;2370000,0;2370000,0;normal;App orgánico;656,0;True;0;Android
CL00757;2024-09-16;Santander;Bucaramanga;41;F;2;Bachiller;Empleado;2960000,0;2960000,0;normal;Referido;663,0;True;0;iOS
CL00758;2024-01-16;Valle del Cauca;Cali;38;M;2;Sin información;Empleado;3390000,0;3390000,0;normal;App orgánico;633,0;False;0;Android
CL00759;2024-08-15;Bogotá D.C.;Bogotá;27;M;3;Bachiller;Empleado;2990000,0;2990000,0;normal;Aliado comercial;575,0;True;0;Android
CL00761;2024-08-11;Bogotá D.C.;Bogotá;30;F;2;Universitario;Empleado;3820000,0;3820000,0;normal;Campaña digital;562,0;True;3;Android
CL00762;2025-06-28;Bogotá D.C.;Bogotá;37;M;2;Bachiller;Comerciante;3630000,0;3630000,0;normal;App orgánico;532,0;True;2;iOS
CL00763;2024-03-02;Cundinamarca;Soacha;62;F;2;Técnico/Tecnólogo;Comerciante;4590000,0;4590000,0;normal;App orgánico;688,0;False;1;Android
CL00764;2025-05-31;Bogotá D.C.;Bogotá;35;F;2;Bachiller;Independiente;2840000,0;2840000,0;normal;Campaña digital;587,0;False;1;Android
CL00765;2024-05-08;Bogotá D.C.;Bogotá;47;M;2;Universitario;Conductor/Repartidor;1780000,0;1780000,0;normal;Campaña digital;525,0;False;2;Android
CL00766;2023-10-23;Bogotá D.C.;Bogotá;29;F;2;Bachiller;Empleado;1760000,0;1760000,0;normal;Call center;644,0;True;0;Android
CL00767;2024-11-13;Atlántico;Barranquilla;36;F;4;Sin información;Comerciante;2260000,0;2260000,0;normal;Aliado comercial;566,0;False;2;iOS
CL00768;2023-10-17;Bogotá D.C.;Bogotá;54;F;2;Técnico/Tecnólogo;Empleado;3990000,0;3990000,0;normal;App orgánico;721,0;True;2;Web
CL00769;2024-08-10;Bogotá D.C.;Bogotá;30;M;2;Bachiller;Conductor/Repartidor;1170000,0;1170000,0;normal;Aliado comercial;401,0;False;0;Android
CL00770;2024-02-20;Valle del Cauca;Cali;54;F;3;Bachiller;Conductor/Repartidor;2130000,0;2130000,0;normal;Aliado comercial;525,0;False;1;Android
CL00773;2025-10-06;Valle del Cauca;Cali;42;F;4;Bachiller;Independiente;2180000,0;2180000,0;normal;Aliado comercial;625,0;False;1;Android
CL00774;2025-12-21;Tolima;Ibagué;46;M;4;Universitario;Desempleado;1530000,0;1530000,0;normal;Aliado comercial;519,0;False;0;Web
CL00775;2025-10-15;Valle del Cauca;Cali;42;M;3;Universitario;Estudiante;830000,0;830000,0;normal;Call center;450,0;True;0;Android
CL00776;2024-01-10;Meta;Villavicencio;20;F;3;Técnico/Tecnólogo;Microempresario;2330000,0;2330000,0;normal;Referido;566,0;False;1;Android
CL00777;2024-05-29;Norte de Santander;Cúcuta;29;M;1;Posgrado;Empleado;3760000,0;3760000,0;normal;Campaña digital;694,0;False;4;Android
CL00778;2024-09-06;Bogotá D.C.;Bogotá;34;M;2;Sin información;Microempresario;3980000,0;3980000,0;normal;App orgánico;627,0;False;1;Android
CL00780;2025-12-01;Antioquia;Medellín;42;M;1;Bachiller;Comerciante;1570000,0;1570000,0;normal;Aliado comercial;580,0;True;1;iOS
CL00781;2024-12-10;Antioquia;Medellín;38;F;1;Sin información;Independiente;-1,0;-1,0;normal;App orgánico;507,0;True;2;Android
CL00782;2023-09-01;Bogotá D.C.;Bogotá;23;M;3;Universitario;Independiente;2570000,0;2570000,0;normal;Referido;568,0;False;2;Android
CL00785;2024-06-21;Cundinamarca;Soacha;42;M;6;Bachiller;Comerciante;3070000,0;3070000,0;normal;Call center;709,0;False;3;Android
CL00786;2024-04-10;Caldas;Manizales;47;F;4;Bachiller;Comerciante;3460000,0;3460000,0;normal;App orgánico;674,0;True;0;Android
CL00788;2023-03-08;Santander;Bucaramanga;41;M;3;Técnico/Tecnólogo;Empleado;3160000,0;3160000,0;normal;Referido;649,0;True;1;iOS
CL00789;2024-03-28;Bogotá D.C.;Bogotá;35;M;2;Técnico/Tecnólogo;Microempresario;2480000,0;2480000,0;normal;Campaña digital;627,0;False;1;iOS
CL00790;2024-02-05;Bogotá D.C.;Bogotá;19;F;4;Posgrado;Independiente;4000000,0;4000000,0;normal;Aliado comercial;564,0;True;2;Android
CL00791;2025-06-30;Meta;Villavicencio;40;M;2;Universitario;Conductor/Repartidor;1640000,0;1640000,0;normal;App orgánico;450,0;False;0;Web
CL00792;2024-07-26;Valle del Cauca;Cali;38;M;2;Posgrado;Empleado;3360000,0;3360000,0;normal;App orgánico;574,0;False;3;Android
CL00793;2024-05-19;Valle del Cauca;Cali;39;M;3;Universitario;Empleado;4010000,0;4010000,0;normal;Call center;794,0;True;2;iOS
CL00794;2024-03-29;Bogotá D.C.;Bogotá;23;M;2;Técnico/Tecnólogo;Empleado;5000000,0;5000000,0;normal;Campaña digital;670,0;True;0;iOS
CL00795;2024-08-29;Tolima;Ibagué;25;M;4;Técnico/Tecnólogo;Empleado;2720000,0;2720000,0;normal;Campaña digital;521,0;True;1;Android
CL00796;2025-06-01;Bogotá D.C.;Bogotá;47;M;1;Bachiller;Empleado;2570000,0;2570000,0;normal;Campaña digital;507,0;False;0;iOS
CL00798;2024-08-05;Bolívar;Cartagena;43;M;2;Posgrado;Independiente;1590000,0;1590000,0;normal;Call center;548,0;False;0;Android
CL00799;2024-03-08;Meta;Villavicencio;36;M;4;Bachiller;Pensionado;1990000,0;1990000,0;normal;Referido;577,0;False;0;iOS
CL00801;2023-05-18;Bogotá D.C.;Bogotá;45;M;1;Universitario;Pensionado;800000,0;800000,0;normal;Campaña digital;489,0;True;0;iOS
CL00802;2023-11-03;Antioquia;Medellín;31;M;2;Bachiller;Empleado;2200000,0;2200000,0;normal;Campaña digital;578,0;False;0;Android
CL00803;2025-06-04;Bolívar;Cartagena;36;F;3;Bachiller;Pensionado;1220000,0;1220000,0;normal;Campaña digital;452,0;False;2;Android
CL00804;2025-03-20;Antioquia;Medellín;31;M;4;Universitario;Microempresario;4020000,0;4020000,0;normal;Campaña digital;588,0;False;0;iOS
CL00806;2024-02-16;Bogotá D.C.;Bogotá;33;F;5;Técnico/Tecnólogo;Independiente;2990000,0;2990000,0;normal;App orgánico;687,0;False;0;Android
CL00807;2024-06-02;Tolima;Ibagué;38;M;4;Bachiller;Empleado;4540000,0;4540000,0;normal;App orgánico;588,0;False;0;Android
CL00808;2023-08-07;Valle del Cauca;Cali;31;F;3;Técnico/Tecnólogo;Empleado;3740000,0;3740000,0;normal;Campaña digital;567,0;False;0;Android
CL00809;2023-09-02;Antioquia;Medellín;49;M;3;Bachiller;Empleado;4080000,0;4080000,0;normal;Referido;605,0;False;3;Android
CL00811;2025-03-19;Antioquia;Medellín;34;F;4;Bachiller;Independiente;3580000,0;3580000,0;normal;Campaña digital;616,0;True;2;Android
CL00812;2025-02-22;Bogotá D.C.;Bogotá;82;M;2;Universitario;Independiente;1300000,0;1300000,0;normal;App orgánico;555,0;False;1;Android
CL00813;2025-11-18;Atlántico;Barranquilla;50;M;3;Universitario;Independiente;3990000,0;3990000,0;normal;App orgánico;698,0;False;1;iOS
CL00814;2024-12-24;Santander;Bucaramanga;38;M;3;Técnico/Tecnólogo;Comerciante;1890000,0;1890000,0;normal;App orgánico;476,0;True;4;Android
CL00815;2023-02-24;Santander;Bucaramanga;46;F;3;Posgrado;Independiente;3660000,0;3660000,0;normal;App orgánico;685,0;True;0;Android
CL00816;2024-09-07;Bogotá D.C.;Bogotá;21;M;3;Bachiller;Conductor/Repartidor;2130000,0;2130000,0;normal;Aliado comercial;616,0;False;3;iOS
CL00817;2023-05-22;Bogotá D.C.;Bogotá;36;F;3;Técnico/Tecnólogo;Empleado;1930000,0;1930000,0;normal;Referido;559,0;False;1;iOS
CL00818;2023-06-08;Risaralda;Pereira;45;F;3;Posgrado;Independiente;2120000,0;2120000,0;normal;Referido;522,0;False;3;Android
CL00819;2024-03-20;Bogotá D.C.;Bogotá;37;M;3;Bachiller;Empleado;2530000,0;2530000,0;normal;Campaña digital;609,0;True;0;iOS
CL00822;2023-07-25;Bogotá D.C.;Bogotá;50;M;3;Bachiller;Independiente;2570000,0;2570000,0;normal;Campaña digital;625,0;True;0;Android
CL00823;2025-12-16;Santander;Bucaramanga;59;M;3;Universitario;Pensionado;1520000,0;1520000,0;normal;Campaña digital;562,0;True;1;Android
CL00824;2024-11-24;Meta;Villavicencio;32;M;1;Posgrado;Desempleado;600000,0;600000,0;normal;App orgánico;469,0;False;0;iOS
CL00825;2024-09-02;Antioquia;Medellín;32;F;3;Posgrado;Empleado;2470000,0;2470000,0;normal;App orgánico;514,0;False;0;Android
CL00826;2025-10-31;Bogotá D.C.;Bogotá;51;M;4;Posgrado;Pensionado;1880000,0;1880000,0;normal;App orgánico;594,0;True;1;Android
CL00827;2024-10-12;Valle del Cauca;Cali;52;F;2;Bachiller;Empleado;4080000,0;4080000,0;normal;Call center;777,0;False;2;Android
CL00828;2023-12-19;Valle del Cauca;Cali;31;F;4;Universitario;Independiente;2710000,0;2710000,0;normal;Aliado comercial;494,0;False;2;Web
CL00829;2023-11-15;Bogotá D.C.;Bogotá;32;F;2;Bachiller;Pensionado;1610000,0;1610000,0;normal;App orgánico;451,0;False;2;Android
CL00830;2024-02-18;Tolima;Ibagué;33;M;2;Posgrado;Empleado;1920000,0;1920000,0;normal;Campaña digital;376,0;True;0;iOS
CL00831;2023-04-27;Norte de Santander;Cúcuta;23;F;1;Bachiller;Empleado;4070000,0;4070000,0;normal;App orgánico;586,0;False;0;iOS
CL00832;2023-06-23;Norte de Santander;Cúcuta;27;F;3;Técnico/Tecnólogo;Microempresario;3020000,0;3020000,0;normal;App orgánico;605,0;False;3;Android
CL00834;2025-12-23;Santander;Bucaramanga;28;M;2;Técnico/Tecnólogo;Independiente;2500000,0;2500000,0;normal;Referido;559,0;False;0;Android
CL00835;2024-08-19;Bogotá D.C.;Bogotá;36;M;3;Sin información;Independiente;2370000,0;2370000,0;normal;Aliado comercial;576,0;False;2;Android
CL00837;2025-01-04;Cundinamarca;Soacha;52;F;2;Bachiller;Independiente;2190000,0;2190000,0;normal;App orgánico;589,0;False;2;iOS
CL00838;2024-03-22;Atlántico;Barranquilla;26;F;2;Bachiller;Conductor/Repartidor;2550000,0;2550000,0;normal;App orgánico;517,0;False;2;Android
CL00839;2024-01-27;Bogotá D.C.;Bogotá;46;M;4;Sin información;Empleado;2390000,0;2390000,0;normal;Aliado comercial;610,0;True;0;Android
CL00840;2025-07-02;Valle del Cauca;Cali;34;M;2;Bachiller;Empleado;2500000,0;2500000,0;normal;Aliado comercial;517,0;True;0;Android
CL00841;2025-10-06;Bogotá D.C.;Bogotá;36;F;6;Bachiller;Empleado;6720000,0;6720000,0;normal;App orgánico;841,0;True;0;Android
CL00842;2024-08-21;Bogotá D.C.;Bogotá;43;M;4;Técnico/Tecnólogo;Independiente;2570000,0;2570000,0;normal;App orgánico;565,0;False;1;Android
CL00843;2024-11-12;Bogotá D.C.;Bogotá;25;F;2;Sin información;Empleado;2080000,0;2080000,0;normal;App orgánico;528,0;True;0;iOS
CL00844;2023-12-05;Bogotá D.C.;Bogotá;40;M;1;Sin información;Conductor/Repartidor;2240000,0;2240000,0;normal;Call center;574,0;True;2;Android
CL00846;2025-04-12;Bogotá D.C.;Bogotá;41;F;2;Bachiller;Empleado;1590000,0;1590000,0;normal;Call center;588,0;False;1;Android
CL00847;2024-12-05;Antioquia;Medellín;39;F;2;Técnico/Tecnólogo;Comerciante;2570000,0;2570000,0;normal;App orgánico;553,0;False;4;Android
CL00848;2023-01-22;Bogotá D.C.;Bogotá;61;F;4;Universitario;Empleado;2570000,0;2570000,0;normal;Referido;681,0;False;0;Android
CL00849;2025-08-06;Bogotá D.C.;Bogotá;30;M;3;Técnico/Tecnólogo;Independiente;2180000,0;2180000,0;normal;Referido;537,0;False;0;Android
CL00850;2025-10-09;Bogotá D.C.;Bogotá;31;F;3;Universitario;Empleado;3030000,0;3030000,0;normal;Aliado comercial;590,0;False;0;Android
CL00851;2023-03-26;Bogotá D.C.;Bogotá;30;F;2;Sin información;Empleado;2730000,0;2730000,0;normal;Campaña digital;513,0;True;0;Android
CL00852;2025-06-20;Cundinamarca;Soacha;30;F;5;Bachiller;Empleado;7650000,0;7082400,000000003;outlier_real;Referido;821,0;True;0;Android
CL00853;2025-07-15;Cundinamarca;Soacha;30;M;2;Bachiller;Independiente;1890000,0;1890000,0;normal;App orgánico;567,0;True;1;iOS
CL00854;2024-04-11;Bolívar;Cartagena;48;F;3;Sin información;Pensionado;1770000,0;1770000,0;normal;Campaña digital;561,0;True;2;Android
CL00855;2025-05-31;Norte de Santander;Cúcuta;50;M;6;Bachiller;Empleado;2570000,0;2570000,0;normal;Aliado comercial;715,0;False;0;Web
CL00857;2025-12-19;Bogotá D.C.;Bogotá;28;M;3;Sin información;Independiente;1610000,0;1610000,0;normal;Campaña digital;496,0;False;0;Android
CL00859;2024-12-26;Antioquia;Medellín;30;F;4;Bachiller;Empleado;6890000,0;6890000,0;normal;App orgánico;778,0;True;1;Android
CL00861;2023-12-18;Bogotá D.C.;Bogotá;38;M;3;Bachiller;Pensionado;2270000,0;2270000,0;normal;App orgánico;588,0;False;0;Web
CL00862;2024-06-27;Santander;Bucaramanga;21;M;2;Bachiller;Comerciante;3560000,0;3560000,0;normal;Referido;705,0;False;1;Android
CL00863;2023-10-17;Norte de Santander;Cúcuta;51;F;3;Bachiller;Empleado;2410000,0;2410000,0;normal;Referido;674,0;False;1;iOS
CL00864;2025-12-19;Bogotá D.C.;Bogotá;54;F;1;Bachiller;Empleado;3900000,0;3900000,0;normal;Campaña digital;583,0;False;2;Android
CL00865;2024-09-10;Risaralda;Pereira;30;M;3;Técnico/Tecnólogo;Desempleado;1390000,0;1390000,0;normal;Aliado comercial;495,0;True;1;Android
CL00866;2024-04-03;Tolima;Ibagué;32;M;3;Bachiller;Empleado;2570000,0;2570000,0;normal;Aliado comercial;594,0;False;0;Android
CL00868;2024-12-27;Antioquia;Medellín;39;F;4;Bachiller;Empleado;3080000,0;3080000,0;normal;Campaña digital;587,0;True;0;Android
CL00869;2025-07-16;Bogotá D.C.;Bogotá;43;F;2;Bachiller;Independiente;1470000,0;1470000,0;normal;App orgánico;473,0;True;1;Android
CL00870;2023-08-05;Santander;Bucaramanga;56;M;3;Técnico/Tecnólogo;Conductor/Repartidor;2570000,0;2570000,0;normal;App orgánico;547,0;True;2;Android
CL00871;2023-05-19;Antioquia;Medellín;34;M;3;Bachiller;Empleado;1610000,0;1610000,0;normal;Campaña digital;611,0;False;1;Android
CL00873;2024-11-12;Bogotá D.C.;Bogotá;22;M;3;Bachiller;Empleado;3140000,0;3140000,0;normal;Referido;551,0;True;0;iOS
CL00874;2024-11-07;Santander;Bucaramanga;29;F;5;Sin información;Microempresario;4090000,0;4090000,0;normal;Campaña digital;716,0;False;1;Android
CL00876;2025-04-18;Risaralda;Pereira;54;M;3;Universitario;Conductor/Repartidor;3260000,0;3260000,0;normal;Campaña digital;605,0;False;3;Web
CL00877;2026-01-18;Bogotá D.C.;Bogotá;31;F;1;Bachiller;Pensionado;1060000,0;1060000,0;normal;Campaña digital;498,0;False;4;Android
CL00878;2023-07-18;Santander;Bucaramanga;38;F;3;Bachiller;Estudiante;1790000,0;1790000,0;normal;Campaña digital;594,0;True;3;Web
CL00879;2024-04-06;Atlántico;Barranquilla;36;M;4;Posgrado;Empleado;3480000,0;3480000,0;normal;App orgánico;704,0;True;1;Android
CL00881;2026-01-14;Cundinamarca;Soacha;61;F;4;Posgrado;Independiente;2150000,0;2150000,0;normal;Referido;676,0;False;1;Android
CL00882;2023-05-20;Bogotá D.C.;Bogotá;31;M;2;Universitario;Empleado;4470000,0;4470000,0;normal;Campaña digital;633,0;False;1;Android
